Company,Date of Tweet,Number of Retweets,Number of Favorites,Number of Followers,Tweet
Tandem,Thu Jul 07 04:11:46 +0000 2016,0,499,4604,
Tandem,Wed Jul 06 18:00:25 +0000 2016,0,499,4604,
Tandem,Wed Jul 06 15:52:14 +0000 2016,0,499,4604,
Tandem,Mon Jul 04 18:01:51 +0000 2016,0,499,4604,
Tandem,Sat Jul 02 18:01:15 +0000 2016,2,499,4604,
Tandem,Fri Jul 01 23:23:36 +0000 2016,0,499,4604,
Tandem,Fri Jul 01 17:36:25 +0000 2016,0,499,4604,
Tandem,Fri Jul 01 16:01:55 +0000 2016,0,499,4604,
Tandem,Thu Jun 30 16:01:59 +0000 2016,3,499,4604,
Tandem,Thu Jun 30 01:20:11 +0000 2016,0,499,4604,
Tandem,Thu Jun 30 01:07:25 +0000 2016,0,499,4604,
Tandem,Thu Jun 30 01:06:54 +0000 2016,0,499,4604,
Tandem,Thu Jun 30 01:04:00 +0000 2016,0,499,4604,
Tandem,Wed Jun 29 14:01:26 +0000 2016,2,499,4604,
Tandem,Tue Jun 28 18:00:27 +0000 2016,4,499,4604,
Tandem,Mon Jun 27 18:00:33 +0000 2016,0,499,4604,
Tandem,Fri Jun 24 22:17:54 +0000 2016,0,499,4604,
Tandem,Wed Jun 22 18:01:30 +0000 2016,0,499,4604,
Tandem,Sun Jun 19 14:01:50 +0000 2016,1,499,4604,
Tandem,Fri Jun 17 23:30:17 +0000 2016,0,499,4604,
Tandem,Fri Jun 17 16:01:35 +0000 2016,0,499,4604,
Tandem,Wed Jun 15 22:44:30 +0000 2016,0,499,4604,
Tandem,Tue Jun 14 16:00:35 +0000 2016,0,499,4604,
Tandem,Mon Jun 13 23:41:53 +0000 2016,0,499,4604,
Tandem,Sun Jun 12 16:01:12 +0000 2016,0,499,4604,
Tandem,Sun Jun 12 04:36:11 +0000 2016,0,499,4604,
Tandem,Fri Jun 10 16:01:42 +0000 2016,1,499,4604,
Tandem,Thu Jun 09 23:15:07 +0000 2016,6,499,4604,
Tandem,Tue Jun 07 19:59:41 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 19:57:33 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 18:45:27 +0000 2016,1,499,4604,
Tandem,Tue Jun 07 16:51:56 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 14:01:32 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 01:09:03 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 00:59:36 +0000 2016,0,499,4604,
Tandem,Tue Jun 07 00:34:01 +0000 2016,0,499,4604,
Tandem,Mon Jun 06 18:00:25 +0000 2016,0,499,4604,
Tandem,Fri Jun 03 17:02:03 +0000 2016,0,499,4604,
Tandem,Thu Jun 02 18:01:27 +0000 2016,1,499,4604,
Tandem,Thu Jun 02 14:01:22 +0000 2016,0,499,4604,
Tandem,Wed Jun 01 16:55:54 +0000 2016,0,499,4604,
Tandem,Wed Jun 01 16:35:25 +0000 2016,0,499,4604,
